"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Eritrea","ERI","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","119.4878","118.9664","118.445","118.0418","117.6386","117.2354","116.8322","116.429","116.1544","115.8798","115.6052","115.3306","115.056","115.056","115.056","115.056","115.056","115.056","115.334","115.612","115.89","116.168","116.446","116.143","115.84","115.537","115.234","114.931","113.9292","112.9274","111.9256","110.9238","109.922","107.5196","105.1172","102.7148","100.3124","97.91","94.805","91.7","88.595","85.49","82.385","81.1238","79.8626","78.6014","77.3402","76.079","72.9266","69.7742","66.6218","63.4694","60.317","58.7642","57.2114","55.6586","54.1058","52.553","50.7028","48.8526","47.0024","",
"Spain","ESP","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","10.0564","10.3502","10.644","11.0234","11.4028","11.7822","12.1616","12.541","13.4562","14.3714","15.2866","16.2018","17.117","18.8192","20.5214","22.2236","23.9258","25.628","24.752","23.876","23","22.124","21.248","20.0218","18.7956","17.5694","16.3432","15.117","14.0294","12.9418","11.8542","10.7666","9.679","9.3504","9.0218","8.6932","8.3646","8.036","8.4628","8.8896","9.3164","9.7432","10.17","10.684","11.198","11.712","12.226","12.74","11.9864","11.2328","10.4792","9.7256","8.972","8.7226","8.4732","8.2238","7.9744","7.725","7.4904","7.2558","7.0212","",
"Estonia","EST","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","21.4402","21.4466","21.453","22.4152","23.3774","24.3396","25.3018","26.264","27.7348","29.2056","30.6764","32.1472","33.618","34.8716","36.1252","37.3788","38.6324","39.886","40.1742","40.4624","40.7506","41.0388","41.327","41.965","42.603","43.241","43.879","44.517","45.0314","45.5458","46.0602","46.5746","47.089","43.7448","40.4006","37.0564","33.7122","30.368","28.9982","27.6284","26.2586","24.8888","23.519","23.3278","23.1366","22.9454","22.7542","22.563","21.2766","19.9902","18.7038","17.4174","16.131","14.4444","12.7578","11.0712","9.3846","7.698","7.0988","6.4996","5.9004","",
"Ethiopia","ETH","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","115.9074","115.8902","115.873","115.7786","115.6842","115.5898","115.4954","115.401","116.1896","116.9782","117.7668","118.5554","119.344","119.6128","119.8816","120.1504","120.4192","120.688","120.9034","121.1188","121.3342","121.5496","121.765","121.282","120.799","120.316","119.833","119.35","119.0148","118.6796","118.3444","118.0092","117.674","117.6464","117.6188","117.5912","117.5636","117.536","115.2386","112.9412","110.6438","108.3464","106.049","102.1638","98.2786","94.3934","90.5082","86.623","84.894","83.165","81.436","79.707","77.978","75.7278","73.4776","71.2274","68.9772","66.727","65.0748","63.4226","61.7704","",
"European Union","EUU","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","31.3321435510812","31.9511238752379","32.5175729323733","33.045989946254","33.5900350861736","34.1784070934511","34.8394314205365","35.5596340034477","35.618560704098","35.641620293368","35.5816749047822","35.4483455465832","35.2769834480282","34.9183836080969","34.5102060125567","34.0518362448349","33.5360458954293","32.9040508741062","31.4235870837083","30.0059751468259","28.7006152856233","27.4914151317522","26.4036632570365","25.5857850238591","24.7860399148138","23.9617374591147","23.1399450951093","22.3039253623581","21.7593543580005","21.2022796875251","20.6501830788581","20.0646409464218","19.4988574192754","18.7228500633524","17.8908741315147","16.9772584328407","15.9932360682709","14.9521081676115","14.6525778004221","14.3683732007989","14.1152565065423","13.8332438131813","13.5823978575519","13.5700796742683","13.542066487257","13.4697995137457","13.3102742964251","13.0913370455691","12.5136223634438","11.9795884599646","11.4897172242819","11.0092632619744","10.5414649750327","10.2445804915971","9.9608352823673","9.68721172605404","9.41033082645646","9.14351008707404","8.92777695452575","8.73942238775142","8.56962392349973","",
"Fragile and conflict affected situations","FCS","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","130.012766166305","130.80443655966","130.998342408902","130.526729590886","129.872465730461","129.23164062498","128.481164787052","127.716888295251","127.095460001263","126.665181921066","126.496473791715","126.46695177353","126.744106006283","126.914381086836","127.114908850456","127.237389740304","127.212605349273","127.120788988712","126.453102725316","125.77172687004","125.090639182956","124.291895359924","123.495717970538","122.664338092979","121.784850354701","120.864162072416","119.836983891588","118.815719163561","117.954245189328","117.145081707153","116.365537231993","115.655140422378","114.991532528838","114.40691771055","113.821855948221","113.210140522783","112.539267402484","111.861333971344","110.915861305222","109.987749486944","109.095031970337","108.228730267913","107.392512568864","106.589796363099","105.807337018147","105.032392489321","104.206653340008","103.390864643639","102.229686391009","101.062044901539","99.8740029990442","98.6453139984669","97.4014214338728","95.8446089340453","94.2871052401826","92.7262597469691","91.1586961829606","89.5957202730976","88.2972891523493","86.9539184983132","85.5529816603854","",
"Finland","FIN","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","29.014","29.278","29.542","30.41","31.278","32.146","33.014","33.882","32.7628","31.6436","30.5244","29.4052","28.286","27.3324","26.3788","25.4252","24.4716","23.518","22.1426","20.7672","19.3918","18.0164","16.641","15.8578","15.0746","14.2914","13.5082","12.725","12.456","12.187","11.918","11.649","11.38","10.9968","10.6136","10.2304","9.8472","9.464","9.6894","9.9148","10.1402","10.3656","10.591","10.319","10.047","9.775","9.503","9.231","8.8694","8.5078","8.1462","7.7846","7.423","7.101","6.779","6.457","6.135","5.813","5.6588","5.5046","5.3504","",
"Fiji","FJI","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","112.6104","110.2872","107.964","101.3952","94.8264","88.2576","81.6888","75.12","71.893","68.666","65.439","62.212","58.985","59.4504","59.9158","60.3812","60.8466","61.312","60.7704","60.2288","59.6872","59.1456","58.604","59.539","60.474","61.409","62.344","63.279","63.2058","63.1326","63.0594","62.9862","62.913","59.4206","55.9282","52.4358","48.9434","45.451","44.594","43.737","42.88","42.023","41.166","41.9814","42.7968","43.6122","44.4276","45.243","45.375","45.507","45.639","45.771","45.903","46.593","47.283","47.973","48.663","49.353","49.1406","48.9282","48.7158","",
"France","FRA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","24.917","25.899","26.881","26.8274","26.7738","26.7202","26.6666","26.613","26.9212","27.2294","27.5376","27.8458","28.154","26.7144","25.2748","23.8352","22.3956","20.956","19.672","18.388","17.104","15.82","14.536","13.5962","12.6564","11.7166","10.7768","9.837","9.4772","9.1174","8.7576","8.3978","8.038","7.8742","7.7104","7.5466","7.3828","7.219","7.3606","7.5022","7.6438","7.7854","7.927","7.7912","7.6554","7.5196","7.3838","7.248","7.128","7.008","6.888","6.768","6.648","6.2638","5.8796","5.4954","5.1112","4.727","4.7362","4.7454","4.7546","",
"Faroe Islands","FRO","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","75.3684","75.1512","74.934","74.934","74.934","74.934","74.934","74.934","74.934","74.934","74.934","74.934","74.934","73.7456","72.5572","71.3688","70.1804","68.992","67.9136","66.8352","65.7568","64.6784","63.6","61.5712","59.5424","57.5136","55.4848","53.456","52.4374","51.4188","50.4002","49.3816","48.363","47.6548","46.9466","46.2384","45.5302","44.822","42.7102","40.5984","38.4866","36.3748","34.263","32.4956","30.7282","28.9608","27.1934","25.426","24.052","22.678","21.304","19.93","18.556","17.6296","16.7032","15.7768","14.8504","13.924","13.2274","12.5308","11.8342","",
"Gabon","GAB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","180.3142","182.6496","184.985","186.862","188.739","190.616","192.493","194.37","195.7266","197.0832","198.4398","199.7964","201.153","202.7654","204.3778","205.9902","207.6026","209.215","208.215","207.215","206.215","205.215","204.215","202.154","200.093","198.032","195.971","193.91","190.6804","187.4508","184.2212","180.9916","177.762","172.5496","167.3372","162.1248","156.9124","151.7","147.3016","142.9032","138.5048","134.1064","129.708","127.1218","124.5356","121.9494","119.3632","116.777","114.6548","112.5326","110.4104","108.2882","106.166","104.1782","102.1904","100.2026","98.2148","96.227","93.5644","90.9018","88.2392","",
"United Kingdom","GBR","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","84.7406","86.7628","88.785","84.3684","79.9518","75.5352","71.1186","66.702","61.9316","57.1612","52.3908","47.6204","42.85","40.3392","37.8284","35.3176","32.8068","30.296","29.8032","29.3104","28.8176","28.3248","27.832","28.5994","29.3668","30.1342","30.9016","31.669","31.4378","31.2066","30.9754","30.7442","30.513","30.4738","30.4346","30.3954","30.3562","30.317","29.5742","28.8314","28.0886","27.3458","26.603","26.354","26.105","25.856","25.607","25.358","23.9822","22.6064","21.2306","19.8548","18.479","17.4572","16.4354","15.4136","14.3918","13.37","12.641","11.912","11.183","",
"Georgia","GEO","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","28.4154","28.4562","28.497","29.8682","31.2394","32.6106","33.9818","35.353","35.0886","34.8242","34.5598","34.2954","34.031","35.0946","36.1582","37.2218","38.2854","39.349","40.979","42.609","44.239","45.869","47.499","48.7602","50.0214","51.2826","52.5438","53.805","56.8282","59.8514","62.8746","65.8978","68.921","67.2456","65.5702","63.8948","62.2194","60.544","58.1054","55.6668","53.2282","50.7896","48.351","48.832","49.313","49.794","50.275","50.756","50.9344","51.1128","51.2912","51.4696","51.648","50.6","49.552","48.504","47.456","46.408","45.1848","43.9616","42.7384","",
"Ghana","GHA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","148.3448","148.2344","148.124","147.6896","147.2552","146.8208","146.3864","145.952","145.2312","144.5104","143.7896","143.0688","142.348","141.1616","139.9752","138.7888","137.6024","136.416","134.7974","133.1788","131.5602","129.9416","128.323","126.263","124.203","122.143","120.083","118.023","115.186","112.349","109.512","106.675","103.838","101.2128","98.5876","95.9624","93.3372","90.712","88.4626","86.2132","83.9638","81.7144","79.465","78.3214","77.1778","76.0342","74.8906","73.747","73.3528","72.9586","72.5644","72.1702","71.776","70.743","69.71","68.677","67.644","66.611","65.7842","64.9574","64.1306","",
"Gibraltar","GIB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","203.0624","200.8202","198.578","196.5096","194.4412","192.3728","190.3044","188.236","186.7356","185.2352","183.7348","182.2344","180.734","180.3042","179.8744","179.4446","179.0148","178.585","178.7728","178.9606","179.1484","179.3362","179.524","179.8862","180.2484","180.6106","180.9728","181.335","181.1282","180.9214","180.7146","180.5078","180.301","179.1144","177.9278","176.7412","175.5546","174.368","172.5512","170.7344","168.9176","167.1008","165.284","163.303","161.322","159.341","157.36","155.379","153.4778","151.5766","149.6754","147.7742","145.873","143.7572","141.6414","139.5256","137.4098","135.294","133.365","131.436","129.507","",
"Gambia, The","GMB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","220.4986","219.7918","219.085","219.085","219.085","219.085","219.085","219.085","218.3728","217.6606","216.9484","216.2362","215.524","215.3556","215.1872","215.0188","214.8504","214.682","212.058","209.434","206.81","204.186","201.562","197.1284","192.6948","188.2612","183.8276","179.394","174","168.606","163.212","157.818","152.424","148.5306","144.6372","140.7438","136.8504","132.957","129.9044","126.8518","123.7992","120.7466","117.694","114.8452","111.9964","109.1476","106.2988","103.45","100.9386","98.4272","95.9158","93.4044","90.893","88.3514","85.8098","83.2682","80.7266","78.185","75.7058","73.2266","70.7474","",
"Guinea-Bissau","GNB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","108.0446","108.2268","108.409","108.5912","108.7734","108.9556","109.1378","109.32","109.0966","108.8732","108.6498","108.4264","108.203","108.4174","108.6318","108.8462","109.0606","109.275","111.917","114.559","117.201","119.843","122.485","124.409","126.333","128.257","130.181","132.105","133.3378","134.5706","135.8034","137.0362","138.269","137.5052","136.7414","135.9776","135.2138","134.45","133.029","131.608","130.187","128.766","127.345","125.902","124.459","123.016","121.573","120.13","117.664","115.198","112.732","110.266","107.8","107.2046","106.6092","106.0138","105.4184","104.823","103.2252","101.6274","100.0296","",
"Equatorial Guinea","GNQ","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","174.8168","175.0294","175.242","176.151","177.06","177.969","178.878","179.787","179.4832","179.1794","178.8756","178.5718","178.268","177.9022","177.5364","177.1706","176.8048","176.439","176.454","176.469","176.484","176.499","176.514","178.7398","180.9656","183.1914","185.4172","187.643","189.366","191.089","192.812","194.535","196.258","194.8878","193.5176","192.1474","190.7772","189.407","187.2834","185.1598","183.0362","180.9126","178.789","177.949","177.109","176.269","175.429","174.589","173.0264","171.4638","169.9012","168.3386","166.776","164.5452","162.3144","160.0836","157.8528","155.622","153.4524","151.2828","149.1132","",
"Greece","GRC","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","18.127","18.979","19.831","22.3222","24.8134","27.3046","29.7958","32.287","34.2414","36.1958","38.1502","40.1046","42.059","43.971","45.883","47.795","49.707","51.619","50.7158","49.8126","48.9094","48.0062","47.103","43.5174","39.9318","36.3462","32.7606","29.175","26.8094","24.4438","22.0782","19.7126","17.347","16.2168","15.0866","13.9564","12.8262","11.696","11.4752","11.2544","11.0336","10.8128","10.592","10.7362","10.8804","11.0246","11.1688","11.313","10.7582","10.2034","9.6486","9.0938","8.539","8.2758","8.0126","7.7494","7.4862","7.223","6.9376","6.6522","6.3668","",
"Grenada","GRD","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","155.28","152.904","150.528","142.7712","135.0144","127.2576","119.5008","111.744","110.96","110.176","109.392","108.608","107.824","106.5724","105.3208","104.0692","102.8176","101.566","101.3706","101.1752","100.9798","100.7844","100.589","100.31","100.031","99.752","99.473","99.194","96.0462","92.8984","89.7506","86.6028","83.455","79.0572","74.6594","70.2616","65.8638","61.466","59.4034","57.3408","55.2782","53.2156","51.153","49.404","47.655","45.906","44.157","42.408","40.998","39.588","38.178","36.768","35.358","34.1218","32.8856","31.6494","30.4132","29.177","28.1938","27.2106","26.2274","",
"Greenland","GRL","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","158.6538","157.3434","156.033","155.0354","154.0378","153.0402","152.0426","151.045","150.1456","149.2462","148.3468","147.4474","146.548","146.0762","145.6044","145.1326","144.6608","144.189","143.2802","142.3714","141.4626","140.5538","139.645","137.7826","135.9202","134.0578","132.1954","130.333","129.9254","129.5178","129.1102","128.7026","128.295","126.4058","124.5166","122.6274","120.7382","118.849","116.404","113.959","111.514","109.069","106.624","103.1252","99.6264","96.1276","92.6288","89.13","87.0182","84.9064","82.7946","80.6828","78.571","77.0428","75.5146","73.9864","72.4582","70.93","69.756","68.582","67.408","",
"Guam","GUM","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","103.7064","105.2422","106.778","103.833","100.888","97.943","94.998","92.053","92.2532","92.4534","92.6536","92.8538","93.054","91.7518","90.4496","89.1474","87.8452","86.543","84.952","83.361","81.77","80.179","78.588","79.7244","80.8608","81.9972","83.1336","84.27","82.9208","81.5716","80.2224","78.8732","77.524","75.9942","74.4644","72.9346","71.4048","69.875","67.3642","64.8534","62.3426","59.8318","57.321","55.2848","53.2486","51.2124","49.1762","47.14","45.4516","43.7632","42.0748","40.3864","38.698","37.301","35.904","34.507","33.11","31.713","30.6066","29.5002","28.3938","",
"Guyana","GUY","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","145.0668","142.1644","139.262","136.6756","134.0892","131.5028","128.9164","126.33","124.2172","122.1044","119.9916","117.8788","115.766","112.5438","109.3216","106.0994","102.8772","99.655","100.0084","100.3618","100.7152","101.0686","101.422","96.8386","92.2552","87.6718","83.0884","78.505","80.5668","82.6286","84.6904","86.7522","88.814","89.587","90.36","91.133","91.906","92.679","94.1792","95.6794","97.1796","98.6798","100.18","98.6598","97.1396","95.6194","94.0992","92.579","90.6756","88.7722","86.8688","84.9654","83.062","81.326","79.59","77.854","76.118","74.382","72.8682","71.3544","69.8406","",
"High income","HIC","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","44.6789505762008","44.5970672234922","44.3743321424058","43.7973558828971","43.2311168777071","42.7335692291415","42.3748683270231","42.0801214114229","41.7711375074581","41.4442520650126","41.0696445936805","40.6180642589985","40.1312394163691","39.4222044369704","38.6456063500532","37.8100720813071","36.9271883886569","35.9541467024915","35.0592717360382","34.1581389534898","33.2749823064698","32.4268473057463","31.6104870953431","31.0682912672896","30.5034750503884","29.9103154238873","29.3080093839339","28.6792081335287","28.5405832289094","28.4501095681502","28.4517342567204","28.501609651323","28.6737732616343","28.1185209511834","27.5434886344567","26.9076853795897","26.2018009987525","25.4328435185828","24.8681981643481","24.3009929406486","23.7490776599608","23.1825456598492","22.6160252698999","22.5086859314625","22.3799419576174","22.205409811207","21.9343845049372","21.6216717041069","20.6368570178562","19.6476470338784","18.6608559857522","17.6754386180596","16.663192406887","15.8847935227784","15.1120066066544","14.3529176848297","13.6022324818228","12.8602384582619","12.3038101753904","11.7468646813363","11.1928532897573","",
"Hong Kong SAR, China","HKG","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","42.8062","43.3806","43.955","40.5658","37.1766","33.7874","30.3982","27.009","25.7948","24.5806","23.3664","22.1522","20.938","19.6512","18.3644","17.0776","15.7908","14.504","13.5206","12.5372","11.5538","10.5704","9.587","9.0828","8.5786","8.0744","7.5702","7.066","6.9522","6.8384","6.7246","6.6108","6.497","6.2632","6.0294","5.7956","5.5618","5.328","5.0072","4.6864","4.3656","4.0448","3.724","3.5802","3.4364","3.2926","3.1488","3.005","3.0082","3.0114","3.0146","3.0178","3.021","2.9578","2.8946","2.8314","2.7682","2.705","2.6462","2.5874","2.5286","",
"Honduras","HND","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","159.419","159.06","158.701","158.72","158.739","158.758","158.777","158.796","157.1968","155.5976","153.9984","152.3992","150.8","149.8804","148.9608","148.0412","147.1216","146.202","144.9624","143.7228","142.4832","141.2436","140.004","138.7026","137.4012","136.0998","134.7984","133.497","132.294","131.091","129.888","128.685","127.482","126.6748","125.8676","125.0604","124.2532","123.446","121.0086","118.5712","116.1338","113.6964","111.259","108.0484","104.8378","101.6272","98.4166","95.206","92.1836","89.1612","86.1388","83.1164","80.094","78.6576","77.2212","75.7848","74.3484","72.912","71.8464","70.7808","69.7152","",
"Heavily indebted poor countries (HIPC)","HPC","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","153.670921653683","153.62818939359","153.538091600857","153.169125516756","152.834158194546","152.556581864741","152.319644446797","152.129256696456","151.99688949166","151.869772526013","151.733777887064","151.603330053914","151.469300511924","151.14165212811","150.78723388702","150.408259819061","150.001732259379","149.597572235005","149.151316066901","148.72283181554","148.306604988323","147.840640912346","147.378915807851","146.453968445972","145.514530536377","144.560274243913","143.56061328335","142.571065552555","141.792770933763","141.041649944606","140.322744232888","139.647148636127","138.996347804808","138.547986417362","138.049286339496","137.486322899848","136.875868599674","136.199851294337","134.993557790727","133.794168200886","132.634132772576","131.550591883506","130.522781505415","128.939800567317","127.373425511461","125.803199291885","124.1905384204","122.577532073949","120.413725711825","118.245159118101","116.074400354865","113.877744069724","111.678253344523","109.614069363125","107.567553419248","105.55187001968","103.562667187129","101.610859285576","99.9113187610744","98.2117423869345","96.4990237136267","",
"Croatia","HRV","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","42.3674","43.2062","44.045","45.159","46.273","47.387","48.501","49.615","50.2582","50.9014","51.5446","52.1878","52.831","52.2134","51.5958","50.9782","50.3606","49.743","47.9794","46.2158","44.4522","42.6886","40.925","39.7266","38.5282","37.3298","36.1314","34.933","32.0798","29.2266","26.3734","23.5202","20.667","20.3568","20.0466","19.7364","19.4262","19.116","18.335","17.554","16.773","15.992","15.211","15.0844","14.9578","14.8312","14.7046","14.578","13.8968","13.2156","12.5344","11.8532","11.172","10.6738","10.1756","9.6774","9.1792","8.681","8.2652","7.8494","7.4336","",
"Haiti","HTI","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","76.798","76.798","76.798","76.0784","75.3588","74.6392","73.9196","73.2","71.3392","69.4784","67.6176","65.7568","63.896","65.7748","67.6536","69.5324","71.4112","73.29","75.8486","78.4072","80.9658","83.5244","86.083","84.5252","82.9674","81.4096","79.8518","78.294","77.49","76.686","75.882","75.078","74.274","73.6858","73.0976","72.5094","71.9212","71.333","70.395","69.457","68.519","67.581","66.643","65.799","64.955","64.111","63.267","62.423","61.4516","60.4802","59.5088","58.5374","57.566","56.388","55.21","54.032","52.854","51.676","50.9536","50.2312","49.5088","",
"Hungary","HUN","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","49.4176","47.4788","45.54","46.588","47.636","48.684","49.732","50.78","51.781","52.782","53.783","54.784","55.785","59.4294","63.0738","66.7182","70.3626","74.007","70.8996","67.7922","64.6848","61.5774","58.47","55.938","53.406","50.874","48.342","45.81","43.9554","42.1008","40.2462","38.3916","36.537","34.3478","32.1586","29.9694","27.7802","25.591","24.6764","23.7618","22.8472","21.9326","21.018","20.7232","20.4284","20.1336","19.8388","19.544","19.6982","19.8524","20.0066","20.1608","20.315","21.0478","21.7806","22.5134","23.2462","23.979","24.2756","24.5722","24.8688","",
"IBRD only","IBD","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","86.5512333005518","86.3342362985531","85.6741213953277","84.1385581222224","82.5887820799565","81.1266365779629","79.7211798042938","78.3449170741177","76.1044227338188","73.9894692296286","72.0813121803063","70.3852656381539","69.0154520041161","68.6815747827347","68.3170982676981","67.741564511888","66.8509303460132","65.7348319650252","65.2326960663386","64.6493557691813","64.0654478191583","63.384445392076","62.6729152111298","62.2917420114379","62.1003541144234","62.1047292591571","62.246046550978","62.5248891866946","61.2546403407033","60.1012775313157","59.0292385819047","58.0795745803619","57.1925568051257","56.2224330014116","55.1515238747876","53.9181712901725","52.414740134905","50.8025705789817","49.5126124977995","48.0198596239624","46.3308238581018","44.5024419300189","42.4959990761036","40.8196942338536","39.3767913455404","38.2585632557054","37.3822772274218","36.7840797362312","36.4886153871192","36.1527946469054","35.637645450271","34.9719219978982","34.120327716136","33.0056529911974","31.8366997231546","30.6596931671372","29.4445406646977","28.2062376097444","27.6393240003741","27.0515240184111","26.4411647693837","",
"IDA & IBRD total","IBT","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","98.4025230424901","98.3396047612098","97.7874604957031","96.3440469997222","94.8238878146736","93.32667007419","91.835900376272","90.336772694059","88.1102381622769","86.0892838099948","84.383001092326","82.8878714463287","81.8130758579368","81.6573887673802","81.4919353780465","81.11559405743","80.4714981407857","79.6099143956126","79.1103602102597","78.5162262783718","77.9115661928981","77.1742868707649","76.4092704213694","75.8407594419198","75.4697036467507","75.3064436964984","75.2764914011856","75.3945080409264","74.2399121300081","73.2209305438693","72.3037226806877","71.5096725474753","70.7953307894785","70.0729315189691","69.2384319992951","68.2193475611892","66.9012488556549","65.4643571211222","64.2172457677575","62.7685638718995","61.1324662969941","59.3506919160286","57.3942037713768","55.746685790626","54.367788347348","53.3697915263305","52.6463344247351","52.2746048631209","52.241339814824","52.1834735266062","51.9406965350751","51.5206047680252","50.9137859538695","50.0583370446188","49.1533497634019","48.2487659699663","47.2940747356007","46.3198748275431","45.8746909226417","45.3869946820885","44.8476675097911","",
"IDA total","IDA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","149.311871602682","149.633670453425","149.903323628526","149.819386400899","149.641344105692","149.372279007264","149.019355557406","148.598086833501","147.960045266552","147.381514867722","146.897720332083","146.247787440873","145.709095483545","145.019335021897","144.416338628199","143.874851732779","143.493479216966","143.150074374546","142.254022919039","141.352131198914","140.433177419787","139.404348301243","138.388990398913","136.870802966165","135.347764650818","133.813917437104","132.23214842736","130.637062446905","128.759229791506","126.913720034986","125.103778677357","123.336022083308","121.599952819438","120.11340413231","118.568950287916","116.936188899489","115.212881164346","113.412974620646","111.516213763131","109.639267517643","107.80928848904","106.046766493783","104.348862971227","102.896486343464","101.475558881301","100.068219955822","98.6352942948605","97.2220904044813","95.9122717147245","94.6323414387506","93.3691250061681","92.1211719740529","90.9126761610888","89.6423572538115","88.3789932441742","87.1192146947369","85.8543949651499","84.6001910331422","83.5907260736369","82.5326339824116","81.4117852109508","",
"IDA blend","IDB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","137.750460785487","138.143813876836","138.457853989111","138.365903355557","138.189244004835","137.948349300928","137.616343717238","137.267085305012","137.287462511533","137.286529524605","137.241726402788","137.051188129957","136.842414408645","136.318773147027","135.855747068246","135.464203236626","135.093702072282","134.788859229029","133.433106949404","132.159417157977","130.965225087497","129.760177232815","128.657369037363","127.13176022255","125.636870268999","124.139341311802","122.593622413481","121.030411059604","118.775374067954","116.501647666861","114.181589623383","111.882577919409","109.53122252572","107.486217341174","105.41131018693","103.289396941507","101.070200239822","98.8217913189939","96.6951267392376","94.5557402395886","92.3682987919847","90.1090353288436","87.8399294384942","86.324397049154","84.8394282998499","83.3946780822726","81.9157935978206","80.48398246997","79.5986579297145","78.8119574341137","78.0862665500806","77.4325891045098","76.8982369122328","75.8935465513775","74.9243236210661","73.9693902797361","72.9887994504117","72.0274495810481","71.2754155543212","70.4629645732852","69.568766372352","",
"Indonesia","IDN","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","143.8518","145.6324","147.413","148.7258","150.0386","151.3514","152.6642","153.977","149.071","144.165","139.259","134.353","129.447","127.0052","124.5634","122.1216","119.6798","117.238","113.0436","108.8492","104.6548","100.4604","96.266","91.5988","86.9316","82.2644","77.5972","72.93","70.966","69.002","67.038","65.074","63.11","60.0576","57.0052","53.9528","50.9004","47.848","48.6824","49.5168","50.3512","51.1856","52.02","51.917","51.814","51.711","51.608","51.505","51.299","51.093","50.887","50.681","50.475","49.8548","49.2346","48.6144","47.9942","47.374","46.9052","46.4364","45.9676","",
