Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Chile,CHL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1441.3,1371.7,1574.7,1677.3,1691.9,1897.4,1951.6,1945.5,1671.6,1902.3,1994.4,1860.4,1683.3,1881,1722.9,1451,2130,1732.8,2191.5,2059.3,2120.5,2203.6,2261.5,2704.1,2949.1,3355.3,3222.6,3531.6,3914.7,3619.7,4050.9,4177.4,4246,4489.3,4472.5,4264.3,4507.5,5052,4061.1,4362.1,4935.7,5183.3,5390,5657.5,5811.2,5998.3,5744.3,5844.4,5462.3,6815.4,6927.8,6229.6,6913.2,6128.4,7082.3,6858.2,6780.8,7146.4,7159.3,6247.8,
China,CHN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237.3,4365.8,4567.7,4510.1,4663.8,4894.5,4816.7,4954,4947.1,4756.4,4802.2,4873.5,4875.8,5189.8,5225.6,5315.5,5319.8,5549.2,5449.9,5526.1,5709.4,5827.1,5894.1,5893.2,5985.7,6017.6,6111.3,6129.3,6267.9,6296.4,
Cote d'Ivoire,CIV,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,624.2,785.7,751.9,774.9,785.5,840.7,888.9,877.8,845.1,828.6,1000.3,823.8,840.6,885.1,820.5,749.3,753.7,753.3,762.6,927.4,897.8,949,784.7,970.8,986.7,851.5,847.6,885.1,882.7,1112.5,1052.8,1050.8,1235.4,1131,1141.7,1389,1286.7,1498.6,1645.7,1682.3,1719.9,1750.9,1827,1853.9,1836.3,1827.9,1569.4,1735,1711.5,2270.5,1882.8,2079.8,2176.6,2206.9,2200.3,2219.8,2276.1,2262.1,2264.3,2210.9,
Cameroon,CMR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,863.9,757.5,775.4,781.9,768.6,821,760,768.1,838.6,798.8,804.8,820.2,770.7,881.9,1057.6,865.9,862.7,836.7,817.7,864.3,865,890.3,895.7,1076.6,1154.1,1381.5,1228,1165.9,1118.4,1259.3,1179.3,1072.2,959.3,968.7,1172.1,1344,1400.3,1413.2,1893.3,1763.5,1708.9,1682.7,1619.9,1563.2,1669.7,1700.3,1676.3,1678.5,1722.9,1648.7,1710,1591.5,1676.4,1630.4,1615.3,1653.3,1670.6,1652.9,1653.4,1661.3,
"Congo, Dem. Rep.",COD,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,699.2,700.8,692,692.1,646,695.1,699.8,710.5,710.8,727.1,725.4,746.5,741.1,744,747.7,745.8,739.2,728.9,799,798.7,822.5,833.9,833.5,850.2,799.6,789.9,821.8,797.9,802,799.8,802.4,782.2,790.6,793.4,765.8,780.9,801.7,811,787.3,786.6,786.6,772,771.5,771.7,771.7,771.6,771.6,771.6,771.6,784.9,771.1,771.6,772.1,769,768.9,779.3,788.6,797.3,806,857.7,
"Congo, Rep.",COG,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,714.3,711.3,916.7,932.6,1020.4,1000,1090.9,1347.8,952.4,888.9,952.4,894.3,679.4,706.2,647.7,648.2,658.7,457.6,689.7,845.4,978.1,646.7,746.2,677.9,767.8,854.6,770.3,801.9,834.9,624.3,635.2,639.2,646.5,654.4,735.6,746.3,746.3,755.8,736.5,753.9,775,772,780.7,776.4,770.6,777.8,764.1,771.4,791.4,785,794.3,809.8,830.8,832.7,833.5,845.6,859.3,869.1,887.9,884.4,
Colombia,COL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1275.2,1350.8,1386.1,1454.2,1259.1,1301.4,1421.7,1528.8,1607.8,1807.4,1904.5,2012.2,2105.9,2389.8,2379.2,2276.8,2249.6,2390.1,2463,2414.5,2479.7,2441,2514,2579.9,2662.6,2495.1,2724.1,2514.4,2486.9,2475.4,2450.7,2550,2505.5,2506.1,2643.9,2683.9,2906.7,3060.4,3151.7,3234.2,3138.3,3340.5,3621.8,3584.5,3643.3,3358.8,3599.2,3664.2,3611.3,3410.4,3351.5,3702.5,3268.8,4113,4301.7,4353.2,4708,4666.3,4850.7,5082.9,
Comoros,COM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1107.8,1118.8,1083.7,1162.4,1094.9,1086.7,1099.3,1188.5,1097.6,1097.6,935,1008,1078.7,1129.8,1203,1157.1,1205.5,1161.3,1058.8,1058.1,1057.8,1058.1,1125,1110,1088.8,1117.8,1155.5,1157.3,1281.3,1267,1302.3,1292.1,1290.9,1292.9,1294.8,1295,1292.8,1279,1301.1,1322.3,1311.6,1309.8,1310.9,1311,1310.1,1276.9,1334.5,1285.3,1320.2,1358.8,1351.4,1315.6,1378.6,1361,1351.6,1414.6,1375.5,1380.3,1390.1,1382,
Cabo Verde,CPV,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,650,650,650,650,485.7,487.2,488.9,440,437.5,308,303.3,191.7,238,314.3,444.4,454.5,375,333.3,428.6,531.3,428.6,440,385.7,493.6,400.9,534.3,607.2,481.9,273.8,334.6,252.9,302.1,359.1,250.3,262.9,317.2,146.9,141.5,1162,794.8,637.3,148.5,379.2,385.2,243.2,218,158.8,233.8,230.8,220,177.8,196.2,182.3,34.3,276.5,178,0.1,22.7,23.2,15.7,
Costa Rica,CRI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1153.5,1177.6,1242.2,1179.9,1530.5,1442.5,1476.7,1585.7,1573.4,1436.2,1837.8,1870.8,1388.8,1575,1895.6,1713.1,2058,2291.7,2293.6,2924.5,2276.3,1742.7,2401.5,2323.6,2323.6,2253.5,2256,2518.3,2621.8,3096.8,3299,3169,3419.3,3815.4,3777.6,3483.3,3790.7,3768.9,3676.8,3626.2,3549.6,3683.4,3171.4,3059.4,3189.1,3759,3538.2,3814.3,3790.7,3199.2,3418.9,3621.5,3283.3,4497.5,3831.6,4026.1,3731,4210.2,4052.4,3357.1,
Caribbean small states,CSS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2001.238611,2216.813366,2057.63805,2081.706737,2158.947552,2144.719853,2184.359663,1892.7535,2034.843243,2291.773864,2191.116097,2265.327386,2346.856022,2599.229782,2425.509222,2267.322518,2839.141274,2940.539923,3013.288721,3202.22282,3306.78433,3356.050493,3256.675458,3283.900558,3338.058941,3361.581765,3230.437163,3165.872204,3240.41453,3158.010159,3343.388719,3430.639443,3250.918818,3439.166338,3552.64395,3692.757842,3727.4731,3717.345266,3627.773866,3620.517323,3751.108867,3747.254269,3844.036248,3771.317938,3595.503784,4121.640546,3979.450732,3879.066275,3999.05585,3986.322543,4072.736291,4239.478327,4593.656054,3587.067186,3640.10374,3650.790638,3915.214593,5263.863669,3806.690142,3797.430031,
Cuba,CUB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1204.8,1210.7,1357,1273.7,1082.6,1178.6,1151.9,1209,1399.5,1525.6,1617.4,1374,1278.1,1804.7,2070.1,2275.4,2412.5,2420.1,2321.8,2546.8,2504.4,2692.8,2702.5,2727.8,2615.6,2681.5,2430.4,2549.1,2516,2342.1,2175.9,1751.1,1324.4,1789.1,1964.6,2007.3,2188.6,1874.7,2750.8,2528.4,2880.6,3123.2,3188.8,2921.5,2561.6,2782.8,2912.9,2674.2,2068.8,1937.2,2619.1,2803.2,2903.8,2813.7,2964.6,2939.3,2854.3,2876.5,2833.1,2572.3,
Curacao,CUW,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,654.8,1157.6,1121.3,802.9,1598.9,752.4,1297.7,824.8,1334.9,657.3,1336.3,1068.3,107.2,1290.8,1475.3,1462.9,1315,1777.3,1665,1939.4,1773.3,1778.2,1388.8,1757.7,2097.7,1301.1,2331.3,2679.9,2480.4,1886,1335.9,2789.8,2964.4,2553.5,2384.9,2395.5,1110.6,1113.9,2156.4,931.4,2275.9,2394.4,2263.9,1677.9,1205.6,1219.7,1596.1,176.3,1823.8,1998.4,1954.4,2399.3,1688,291,2683,436.3,1802.7,1052.9,2656.3,2368.5,
Czech Republic,CZE,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4019.5,4091.7,4179.3,4192.7,4132.7,3968.1,4346.6,3906,4508.6,4324,3940.8,5443.6,4741.6,4159,4522,5362.8,5073.9,4695.8,5592.6,4529.5,5309.3,6219.8,5880.6,6317,5497.5,5206.9,5653.2,6042.7,
Germany,DEU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2417.4,2962.2,2925.2,3120.8,2852.2,2878,3483.3,3619.6,3447.5,3179.6,3788.6,3770.2,3873.4,4178.8,3864.4,3495.7,3885.2,4285.2,4108.3,4227.6,4161.6,4568.3,4362.6,5036.6,5072.7,5084.8,4898.4,5173.7,5203.6,5411.1,5986.1,5335.6,5711.7,5826.2,6107.8,6282,6484.9,6330.2,6699.9,6452.9,7055.2,6251.5,5764.5,7355.3,6723.2,6486.6,6182.9,7118.8,7201.4,6685.2,6458.3,6964.9,7318,8050.3,7497.8,7182.1,7269.9,6178.9,6952,7133.3,
Djibouti,DJI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2333.3,1750,1666.7,1500,1538.5,1333.3,1666.7,1666.7,1666.7,1666.7,1666.7,1666.7,1666.7,1666.7,1666.7,1833.3,1833.3,1714.3,1666.7,1666.7,1666.7,1500,1666.7,1833.3,1714.3,1857.1,1750,1875,2000,2000,2000,2000,2125,1888.9,1888.9,1888.9,1888.9,
Dominica,DMA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1181.8,1181.8,1217.4,1217.4,1250,1250,1280,1280,1230.8,1230.8,1259.3,1259.3,1285.7,1285.7,1266.7,1333.3,1333.3,1333.3,1419.4,1437.5,1424.2,1411.8,1388.9,1352.9,1333.3,1200,1384.6,1333.3,1333.3,1363.6,1336.1,1338.8,1333.3,1338.5,1349.2,1351.6,1348.8,1354.8,1359.4,1356.6,1359.4,1364.3,1333.3,1378.8,1357.1,1408.5,1448.3,1439.4,1437.5,1416.7,1400,1666.7,1666.7,1630.3,1601.7,1593.2,1613.4,1627.1,1649.6,1649.6,
Denmark,DNK,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,3383.5,3750.6,3505.7,3963.4,3890.6,3714.4,3756.9,4026.4,3975.6,3583.8,3999.7,3977.2,3765,4190.1,3635.7,3302.4,4050.9,4060.5,4156.1,3892.5,4071.4,4521.3,3757.5,5555.4,4970.8,5049,4792.6,5084.2,5632.3,6117.9,5911.6,4314.2,5677.6,5530.6,6291.2,6052.6,6207.2,6100.1,5862.1,6216,6126.6,5761.8,6096.6,6013.1,6153.4,5778.4,5675.8,6017.4,6779,5875.9,5886.5,6309.7,6316.6,6752.1,6884.7,6222,6916.5,4888.8,6928.9,6926.3,
Dominican Republic,DOM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1758.3,1788.6,1842.8,1990.2,2057.7,2196.3,1970.1,1948.9,2162.6,2378.5,2653.8,2892.6,3025.1,3208.7,2377.4,2603,2568,2780.1,2922.5,3005.1,3145.4,3753.9,3966,3463.7,3617.2,3754.8,3705.8,3499.2,3726.2,3996.2,3979.6,6090.2,4015.2,3636.7,3856.3,3835.6,3950.7,3635.3,3983.1,4159.3,4304.8,4343.4,4000.8,3824.8,3808.7,4262.9,4368.1,4468.8,3954.3,4436,4605.6,3747.8,4031.5,4965.6,5109.8,4728.1,4730.4,4607.1,4652.5,4556.5,
Algeria,DZA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,346.2,814,803.8,530.2,606.3,403.9,631.4,705.2,614.9,637.5,587.8,671.7,493.7,497.9,845.2,690.5,410.9,586.1,561.5,760.4,646.2,593.3,579.5,547.4,912.5,837.2,759.9,574.1,760.4,687.7,1114.6,943.3,741.7,749.4,829.5,1337.8,779.8,846.3,1069.9,883.3,1106.9,1058.6,1470.3,1344.1,1500.8,1503.7,1253.4,1034,1653.9,1474.3,1643.3,1677.6,1813.1,1369.2,1400.2,1020.4,990.3,1952,1767.4,1520.4,
East Asia & Pacific (excluding high income),EAP,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3782.054782,3872.16577,4011.137316,3986.719424,4069.074669,4243.365737,4195.983636,4294.006352,4291.172772,4199.775452,4249.260983,4331.479599,4331.794166,4553.011286,4605.919852,4687.533433,4714.355514,4896.215368,4849.912443,4912.74938,5054.740174,5170.978618,5223.112378,5255.990626,5369.514147,5361.116973,5420.058622,5448.798318,5547.920359,5564.841355,
Early-demographic dividend,EAR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1070.494319,1094.107474,1134.425045,1146.033405,1065.795154,1078.816639,1190.360933,1193.856312,1238.871909,1291.794249,1329.272062,1307.496978,1326.178081,1340.908673,1462.949726,1446.740482,1532.749255,1600.882374,1524.258813,1627.700349,1731.71746,1709.145633,1771.877297,1806.510574,1859.79016,1889.055372,1870.1875,1989.048295,2031.252809,2092.799789,2137.175205,2203.028482,2286.407324,2251.121657,2250.10483,2323.579625,2370.953737,2439.94942,2467.565074,2545.779553,2576.311865,2543.517657,2640.386319,2663.109224,2769.111452,2800.1884,2885.490161,2953.505891,2938.418927,3025.719497,3125.573655,3192.049811,3253.969402,3269.404283,3263.873402,3348.595821,3476.270775,3500.551232,3616.647191,3571.169882,
East Asia & Pacific,EAS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3668.471667,3759.994437,3858.505222,3831.725256,3914.057089,4074.838019,4024.582708,4093.97884,4111.468709,4002.177814,4036.967267,4131.400606,3988.104693,4278.413843,4275.296888,4414.634216,4331.843684,4500.029603,4492.976724,4557.009531,4750.902891,4866.730861,4899.819027,4957.170261,5052.749646,5070.240166,5155.379435,5151.148417,5206.468532,5212.301509,
Europe & Central Asia (excluding high income),ECA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1107.551312,1238.671911,1415.927402,1274.578974,1308.159674,1520.63011,1541.230882,1392.430056,1507.764892,1488.922471,1803.226316,1762.690382,1564.464564,1559.403715,1890.085111,2091.183732,2028.713887,2068.575773,2154.302681,2112.027494,2169.189036,2356.167011,2118.79293,2322.990162,2066.117859,2401.623876,2346.77658,2453.272321,2128.464226,2449.045514,2479.113802,1896.797334,1845.249283,1619.243005,1518.821938,1540.969681,1878.221743,1624.809378,1722.328258,1730.669106,2056.252585,2104.476484,1922.354157,2118.03132,2097.852842,2146.322847,2080.017762,2506.064355,2432.54185,2155.943417,2649.04737,2237.172027,2659.322855,2786.293239,2763.747494,2955.632637,3033.183084,2993.188352,3056.21744,3042.824207,
Europe & Central Asia,ECS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1813.676125,1974.743635,2014.322105,2056.881914,2157.240612,2186.417039,2412.417602,2404.674747,2440.933351,2337.104754,2751.646246,2794.717702,2817.814931,2920.079915,2831.758836,2840.282373,2989.743698,3228.276119,3109.566562,3321.692993,3193.75699,3482.867966,3326.36151,3925.635094,3693.448104,3695.547464,3692.349173,3853.004012,3827.612017,3918.609534,4092.996908,2574.587098,2620.675074,2510.07452,2535.632838,2706.139081,2932.129772,2923.059638,2944.086734,2890.760176,3086.23992,3142.191709,2898.797142,3392.464727,3171.458772,3124.226271,3058.249128,3547.18143,3432.196186,3289.516903,3583.999329,3278.561137,3653.895163,3890.069518,3789.970574,3809.276168,3959.051491,3837.54701,4022.067269,3925.402702,
Ecuador,ECU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1010.7,925,986.5,768.7,958.8,1007.2,893.2,823.3,1074,1093,961.9,922.1,1229.2,1283.2,1414.4,1352.7,1368.5,1377,1492.3,1639.6,1768,1880.1,1566,1851.3,1929.3,1379.6,1519.8,1708.4,1756.1,1723.6,1704.2,1768.6,1951.6,2075,1984.3,2029.3,2058.7,1954.9,2123.1,2306,1899.4,2434.6,2617.3,2922.2,2841.6,2830,3144,2980.3,2965.5,3106.2,2605.8,3258.8,2911.5,3527.5,4322.9,3791.8,3415.4,3939.4,4328.9,3915.7,
"Egypt, Arab Rep.",EGY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2905.7,3259.6,3312.8,3330.1,3775.6,3565.5,3557.3,3627.1,3716.6,3911.8,3911.5,3951.3,4080,3840.4,3978.1,3941.1,3923.8,4019.3,3964.2,4094.5,4100.5,4203.7,4321.1,4347.5,4539.2,4696.2,4891.6,5028.8,5337.7,5702.9,5613,5898.5,5995.1,5861.1,5903.7,6499.1,6605.5,6797.4,7166.6,7280.1,7099.4,7445.6,7515.4,7556.2,7536.9,7500.2,7418.5,7452.2,7158.3,6504.3,7246.3,7269,7285.3,7085,7117.3,7251.5,7403,6778.6,6045.5,6187.9,
Euro area,EMU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1951.519916,2207.960006,2202.523799,2274.638315,2339.348306,2325.856189,2707.635723,2739.587217,2741.742161,2625.486119,3065.707111,3070.06056,3184.077848,3261.511044,3140.569004,2954.966626,3231.991662,3587.169991,3458.579589,3776.344738,3524.540871,3773.665452,3687.475816,4443.380555,4315.500143,4091.781606,4240.9469,4507.360252,4428.853472,4490.141276,4815.111762,4394.797617,4669.621748,4635.896994,4559.658465,5176.10336,5041.508956,5299.111378,5171.01354,5367.809998,5226.567646,5367.223184,4795.413026,5869.798874,5222.685769,5245.316623,5318.528378,5772.398159,5692.457794,5511.310628,5618.274131,5588.314562,5839.817332,6100.111513,5991.304054,5451.625914,5751.242037,5516.854226,5908.20716,5851.055201,
Eritrea,ERI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.6,767,416,264.9,265.5,959.7,746.6,377.2,637.1,158.2,261,275.3,758.2,798.5,938.5,252.2,500.1,511.7,649.1,689.4,669.8,666.4,642.4,639.7,640.6,640.9,640.4,640.7,
Spain,ESP,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1082.5,1278.7,1303.1,1178.5,1250.7,1327.6,1480.6,1569.1,1558.1,1380.3,1840.5,1611.1,1595.1,1765.6,1974.3,1766.2,1925.2,2174.7,1907.8,2479.9,1571.3,1764.3,1851.1,2772.1,2762.2,2143.1,2626.8,3017.9,2491.5,2484.5,2488.9,1955,2717.4,2348.3,1729.7,3303,2764.4,3395.9,2705.2,3603.3,2804.7,3222,3250.7,3750.1,2159.3,3028.2,3933.9,3573.5,2944.8,3291.5,3691.8,2842.5,4047.1,3248.5,3243.1,3877.8,2770.2,4205.5,3445.5,4501.5,
Estonia,EST,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.8,2161.3,1597.1,1687.4,2178.5,1992,1627,1251.3,2114.7,2037,2024,1921.7,2330.3,2694.4,2209.9,3009.1,2792.8,2760.5,2464.2,2598.9,3412,3135.6,3669.6,4381.6,2658.4,3967.3,2624.9,4458.6,4411.5,
Ethiopia,ETH,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,974.4,1033.5,1213.6,1263.9,1140.9,1124.6,1116.3,1198,1353.7,1123.3,1162.6,1361.4,1563.3,1441,1418.4,1647.1,1767.3,1876.6,1963.3,2102,2235.1,2344.9,2352.2,2539.4,2729.8,2831.8,2861.3,
European Union,EUU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1917.622071,2062.768332,2079.568766,2161.426729,2281.099779,2300.873799,2563.850749,2594.081202,2619.113211,2505.644476,2938.164155,3010.52521,3078.538288,3187.253058,3051.274071,3028.979371,3170.407036,3459.597402,3300.884548,3542.782703,3383.159632,3693.377365,3526.19071,4187.011887,3979.759117,3904.974167,3943.576889,4139.480263,4183.56241,4187.787704,4408.242171,3751.189016,3980.887024,3995.193304,4112.547129,4379.944822,4476.692524,4531.439824,4521.710621,4397.748528,4556.361736,4605.361154,4144.744904,5238.289015,4711.529976,4562.012934,4491.059588,5105.972953,4969.023261,4916.014675,5061.007677,4821.25128,5253.388993,5608.167473,5374.145322,5189.800669,5499.551179,5234.41494,5576.988906,5460.398639,
Fragile and conflict affected situations,FCS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,845.0256806,895.2488445,861.7280275,874.5509976,860.4807738,804.7744327,888.6488507,898.5392286,869.6815678,852.5007663,881.7605475,944.0331351,841.6824075,1014.815142,1001.482943,954.3089458,982.0894759,1034.94068,1043.411165,1177.508135,1319.654084,1238.931721,1182.578776,1159.080772,1251.530625,1223.72162,1166.232692,1269.733304,1122.814003,1097.904577,1087.601373,1408.920691,1539.718618,1392.892635,1391.908797,1360.506311,1422.362625,1361.896867,1352.983495,1314.522807,1543.900385,1569.693522,1485.487643,1630.489611,1603.310939,1670.186609,1584.673565,1814.275613,1843.496485,1728.359418,1837.738379,1744.064842,1794.573529,1857.065724,1901.328917,1872.895511,1866.32397,1951.267551,2055.690364,1949.800415,
Finland,FIN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1883.4,1363.6,1799.2,1581.3,2007.9,1780.6,1990.7,2082.1,2286.3,2396.6,2568,2460.5,2241,2183.3,2625.4,2951.8,2431.4,2446.7,2636.8,2823.4,2072.9,2922.3,3180.1,3059.2,2904.3,2941.4,1920,2326.8,3190.2,3543.1,3347.7,2845.8,3606.5,3587.2,3409,3438,3410.1,2402.8,2541.2,3498.7,3164.4,3295,3178,3210.6,3422.9,3293.8,3654.7,3542.3,3760.4,3135.3,3521.7,3533.6,3689.5,3691.4,3613.9,3573.3,3957.9,3052.7,4257.5,3589.3,
Fiji,FJI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1761.1,1765.2,1811.7,1785.4,1783,1726.3,1756.7,2040.7,1841.6,1865.3,1920.4,1938.1,2059.7,1935.5,2240.8,2302,1930.1,1854.4,2017.7,1925.6,2069.5,2118.5,1844.7,2140.5,2408.2,2181.8,1922.8,2378.2,2370.6,2181,2316.9,2154,2275.5,2301.1,2651,2105.1,2213.3,754.4,2706.3,2433.4,2341.8,2380,2338.9,2352.7,2349.2,2283.5,2652.4,2266.3,2819.3,2871.4,2821.6,2422.9,3000,4474,3000,3001.3,3001.5,3002.2,3000.8,3445.2,
France,FRA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2275.9,2689.7,2769.4,2823.4,3106.5,2908.1,3476.7,3570.9,3532.1,3374.4,3875.5,4168.7,4407.5,4179.3,3696.6,3440.8,4051.4,4630.5,4516,4854.2,4729.1,5007.5,4949.9,5976.8,5742.8,5301.6,5706.2,6080.8,6099.1,6082.6,6536.2,6485.4,6512.6,6542.6,6456.5,7082.4,6890.3,7415.4,7260.4,7231.5,6729.2,7453,6125.3,7518.7,6965.4,6800.5,6520.6,7252.8,7412.4,7068.6,6919.3,7254.5,7084.8,7556,7570,5668.2,7306.7,6829.1,7491.9,6384.2,
Faroe Islands,FRO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1222.2,1216.2,1205.1,1193.5,1225.8,1222.2,1236.2,1224.8,1229,1225.6,1229.6,1242.6,1255.5,1260.9,1289.9,1192.9,1370.6,1424.7,1483.2,1519.5,1671.1,1670.8,1672.5,1681,1695.1,1674.7,1689,1695.1,1695.1,
Gabon,GAB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1587.2,1513.9,1598.1,1594.3,1602.6,1512.8,1514.9,1503.6,1502.3,1465.5,1463.6,1511.1,1534,1494.3,1396.4,1486.7,1511.7,1503,1554.4,1525.4,1456.5,1500,1523.8,1545.6,1453.2,1473.8,1580,1615.1,1459.4,1588.2,1701.5,1550,1588.5,1658.4,1557.7,1591,1562.4,1583.7,1599.1,1630.3,1541.5,1449.4,1538.1,1559.8,1569.8,1580,1667.2,1611.4,1589.1,1594.9,1596.1,1600.6,1600.4,1592.5,1591.8,1590.2,1642,1608.1,1613.4,1621.1,
United Kingdom,GBR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,3176.5,3683.5,3484.3,3734.7,3750.1,3544.7,3828.7,3446.5,3670.8,3568.9,3926.2,4083.1,4077.7,4369.1,3812.4,3599.2,4513.3,4522.5,4497.2,4944.2,4933.1,5439,5377.5,6590.9,5592.1,6083.1,5506.1,5399.4,5866.7,6170.9,6466,6326.9,6428.6,6556.8,6872.6,7299.9,6695.8,6661.4,7043.3,7164.8,6291.1,7076.9,7032.8,7031.8,7196.5,7278.6,6632.3,7420.2,7029.6,6953,6984.7,6215.1,6631.6,7696.5,7980.9,7022.6,7229,6788.7,7946,6241,
Georgia,GEO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996.2,1768,2015.6,2150.9,2492.9,2203.5,1592.8,2110.2,1369,2012.2,1860.1,2136.9,2003.4,2011.6,1583.8,2114.5,2090.4,1907.8,1271.4,2201.3,2186.4,2200.6,2032.8,1959.4,2514.5,1977.1,2531.3,2537.9,2647.5,
Ghana,GHA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,816.4,809.6,788.2,777.6,809.2,1088.7,916.1,859.3,824.8,858.2,860.7,867.1,863.7,957.1,834.3,816.7,832,837.2,844.2,717.8,860,764,517.4,840.1,890.7,984.8,938.6,1095.8,1012.9,989.2,1220.8,1042.1,1340.2,1327.5,1354.1,1389.2,1321.7,1333.8,1297,1309.2,1186.1,1349,1396.4,1373.3,1432.3,1334.5,1317,1598.1,1659.8,1814.3,1594.2,1768.1,1688.8,1703.4,1830.3,1842.4,1912.3,1875.6,1891.9,1925,
Gibraltar,GIB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1340,1368.7,1256.7,1363.8,1303.7,1392.6,1409.7,1411.5,1412.4,1407.9,1435.1,1442.1,1437.5,1436,1439.5,1454.7,1437.4,1408.9,1434.5,1432.5,1450.8,1440.3,1456.6,1473.9,1501.5,1517.2,1528.6,1536.9,1492.8,1455.1,1421.9,1392.6,1405.3,1422.3,1454.8,1458.9,1463.2,1468.2,1473.7,1492.1,1483,1487.2,1484.8,1491.3,1495.6,1502,1514,1464.7,1484.3,1184.7,1226,1152.2,1189.6,1123,1122.4,1155.5,1165,1186.7,1268.6,1329.9,
